,Dataset,CMMD,FID
0,ti_v1,1.4079809188842773,64.54736328125
1,ti_v1_up,1.2358427047729492,63.555145263671875
2,ti_v2,1.2909173965454102,62.07749938964844
3,ti_v2_up,1.169443130493164,61.31365966796875
4,v0,0.4202127456665039,37.05023193359375
5,v0_up,0.8083581924438477,53.141510009765625
6,v1,0.4693269729614258,38.4224853515625
7,v1_up,0.8213520050048828,51.583709716796875
8,v2,0.4634857177734375,43.18879699707031
9,v2_up,0.7828474044799805,52.671905517578125
